,zip,num,lat,lng
732,90028,3,34.09989,-118.32691000000001
733,78204,5,29.4032,-98.50372
734,97405,4,43.93975,-123.19156000000001
735,55125,2,44.91985,-92.94394
736,10591,11,41.08586,-73.84416999999999
737,97221,1,45.49797,-122.7278
738,28032,23,35.23492,-81.08024
739,60089,1,42.166940000000004,-87.96063000000001
740,33486,2,26.34706,-80.11429
741,32751,6,28.63118,-81.36412
742,95648,2,38.9254,-121.31166999999999
743,02871,15,,
744,60610,37,41.90487,-87.63615
745,19010,3,40.023590000000006,-75.32978
746,02461,3,,
747,02130,5,,
748,78229,16,29.50555,-98.57221
749,10026,21,40.80245,-73.9526
750,98046,9,,
751,00803,1,,
752,19002,4,40.183820000000004,-75.20993
753,80203,28,39.73174,-104.98265
754,80012,3,39.69975,-104.83759
755,80123,1,39.615829999999995,-105.06888000000001
756,06897,12,,
757,63143,3,38.61125,-90.32018000000001
758,37919,10,35.9143,-84.0011
759,61727,6,40.14248,-88.96083
760,55427,1,45.00628,-93.38022
761,97759,3,44.3772,-121.78388000000001
762,62946,2,37.707240000000006,-88.53817
763,10514,1,41.17308,-73.77091
764,78413,3,27.68352,-97.40538000000001
765,78739,4,30.178440000000002,-97.88868000000001
766,60174,39,41.927209999999995,-88.29934
767,80127,12,39.540440000000004,-105.15135
768,83611,2,44.71396,-115.39591999999999
769,11374,6,40.72652,-73.8615
770,55404,7,44.96197,-93.26085
771,98370,2,47.75101,-122.6229
772,75240,8,32.931740000000005,-96.78854
773,60515,2,41.80959,-88.02289
774,94556,2,37.84064,-122.11492
775,98136,6,47.53676,-122.38986000000001
776,94960,7,37.99584,-122.5778
777,20016,27,38.93815,-77.09147
778,11238,4,40.67913,-73.96384
779,90046,2,34.107459999999996,-118.36525
780,54448,2,44.93371,-89.83362
781,10128,3,40.78138,-73.95016
782,95161,3,,
783,01966,2,,
784,71232,3,32.3952,-91.47354
785,33414,6,26.648429999999998,-80.25008000000001
786,37204,2,36.10674,-86.77425
787,08859,1,,
788,33446,2,26.450440000000004,-80.18621
789,80220,16,39.7338,-104.91658999999999
790,98004,8,47.618829999999996,-122.20595
791,94306,2,37.41571,-122.13078
792,94109,19,37.7952,-122.4222
793,01945,3,,
794,11105,1,40.77887,-73.90621999999999
795,11231,1,40.67767,-74.00465
796,30135,2,33.67236,-84.74554
797,93309,10,35.3436,-119.06633000000001
798,02186,2,,
799,24901,1,37.84062,-80.46534
800,75219,12,32.81179,-96.81291999999999
801,32712,1,28.74,-81.5061
802,83702,1,43.67575,-116.16933999999999
803,92662,8,33.605470000000004,-117.89204
804,37027,2,35.999390000000005,-86.78396
805,08401,10,,
806,33069,2,26.23566,-80.15791
807,10022,16,40.758590000000005,-73.96793000000001
808,30342,3,33.88204,-84.37464
809,80231,11,39.67151,-104.88785
810,10028,19,40.7763,-73.95371999999999
811,02138,9,,
812,75225,21,32.86521,-96.79098
813,30306,1,33.7887,-84.35025999999999
814,60030,16,42.336659999999995,-88.04459
815,80113,9,39.64216,-104.96251000000001
816,80421,1,39.47872,-105.52618000000001
817,96816,6,21.29278,-157.79071000000002
818,73120,3,35.58047,-97.57223
